,post_publish_time,title,source_url,content,file_path,code_name,text_type
0,2022-03-08 00:00:00+08:00,关于第二期员工持股计划完成股票购买的公告,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2022-03-08/600468_20220308_1_FoSt0OEj.pdf,"1股票简称：百利电气股票代码：600468         公告编号：2022-009天津百利特精电气股份有限公司关于第二期员工持股计划完成股票购买的公告特别提示本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。天津百利特精电气股份有限公司（以下简称“公司”）分别于 2021年 12 月 24 日、2022 年 1 月 10 日召开董事会七届二十七次会议及 2022年第一次临时股东大会，审议通过《第二期员工持股计划（草案）及其摘要》、《第二期员工持股计划管理办法》、《关于提请股东大会授权董事会办理公司第二期员工持股计划有关事项的议案》等相关议案。具体内容详见公司在《中国证券报》《上海证券报》及上海证券交易所网站（www.sse.com.cn）披露的相关公告。根据中国证监会《关于上市公司实施员工持股计划试点的指导意见》、《上海证券交易所上市公司自律监管指引第 1 号——规范运作》等文件的规定，现将公司第二期员工持股计划的实施进展情况公告如下：截至 2022 年 3 月 4 日，公司第二期员工持股计划已通过二级市场累计购买本公司股票 3,525,500 股，占公司总股本的 0.31%，成交均价约为 4.77 元/股，成交金额合计为 16,815,689.92 元。至此，公司第二期员工持股计划已完成股票购买，上述购买的股票将按照规定予以锁定，锁定期 12 个月，自公司公告最后一笔标的股票登记过户至持股计划名下之日起计算。公司将按照相关法律法规的规定及时履行后续信息披露义务。敬请广大投资者理性投资，注意投资风险。特此公告。天津百利特精电气股份有限公司董事会二〇二二年三月八日",/iir/attachment/20220601/a/20114a8497fee61b447e1bfbd0a81ab6.pdf,600468.sh,notice
1,2022-06-17 00:00:00+08:00,2022年第二次临时股东大会决议公告,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2022-06-17/600468_20220617_1_IFSuyMot.pdf,"1股票代码：600468           股票简称：百利电气         公告编号：2022-028天津百利特精电气股份有限公司2022 年第二次临时股东大会决议公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。重要内容提示：本次会议是否有否决议案：无一、会议召开和出席情况(一)股东大会召开的时间：2022 年 6 月 16 日(二)股东大会召开的地点：天津市西青经济开发区民和道 12 号(三)出席会议的普通股股东和恢复表决权的优先股股东及其持有股份情况： 1、出席会议的股东和代理人人数 142、出席会议的股东所持有表决权的股份总数（股） 608,170,9333、出席会议的股东所持有表决权股份数占公司有表决权股份总数的比例（%） 54.2092(四)表决方式是否符合《公司法》及《公司章程》的规定，大会主持情况等。本次会议采取现场投票与网络投票相结合的方式，表决方式符合《公司法》及《公司章程》的规定。会议由公司董事长赵久占先生主持。(五)公司董事、监事和董事会秘书的出席情况1、公司在任董事 7 人，出席 6 人，独立董事张玉利先生因公缺席；2、公司在任监事 3 人，出席 3 人；3、董事会秘书刘敏女士出席会议；高级管理人员列席会议。二、议案审议情况(一)非累积投票议案1、议案名称：关于修订《公司章程》的议案2审议结果：通过表决情况：股东类型同意 反对 弃权票数 比例（%） 票数 比例（%）票数 比例（%）A 股 607,805,533 99.9399 365,400 0.0601 0 0.00002、议案名称：关于选举杨川先生为公司董事的议案审议结果：通过表决情况：股东类型同意 反对 弃权票数 比例（%） 票数 比例（%）票数 比例（%）A 股 607,805,533 99.9399 365,400 0.0601 0 0.0000(二)涉及重大事项，5%以下股东的表决情况议案 序号议案名称 同意 反对 弃权票数 比例（%） 票数 比例（%）票数比例（%）1 关于修订《公司章程》的议案 28,198,663 98.7207 365,400 1.2793 0 0.00002关于选举杨川先生为公司董事的议案28,198,663 98.7207 365,400 1.2793 0 0.0000(三)关于议案表决的有关情况说明本次会议第 1 项议案为特别决议议案，获得有效表决权股份总数的 2/3 以上通过；其余议案均为普通决议议案，所有议案均审议通过。三、律师见证情况1、本次股东大会见证的律师事务所：上海锦天城（天津）律师事务所律师：胡德莉、熊孝华2、律师见证结论意见：公司本次股东大会的召集召开程序、出席本次股东大会人员、召3集人的资格及表决程序均符合《公司法》、《股东大会规则》等法律、法规和规范性法律文件以及《公司章程》的规定，本次股东大会表决结果合法有效。四、备查文件目录1、经与会董事和记录人签字确认并加盖董事会印章的股东大会决议；2、经见证的律师事务所主任签字并加盖公章的法律意见书；3、本所要求的其他文件。天津百利特精电气股份有限公司2022 年 6 月 17 日",/iir/attachment/20220617/a/560aa4dde96b9fd0be23553ff1324556.pdf,600468.sh,notice
2,2022-06-17 00:00:00+08:00,关于变更公司董事长的公告,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2022-06-17/600468_20220617_4_30krKnlV.pdf,1股票简称：百利电气         股票代码：600468         公告编号：2022-030天津百利特精电气股份有限公司关于变更公司董事长的公告特别提示本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。天津百利特精电气股份有限公司（以下简称“公司”）董事会于2022 年 6 月 16 日收到董事长赵久占先生提交的书面辞职报告。赵久占先生因工作安排原因申请辞去公司董事、董事长（法定代表人）及相关专业委员会的职务。根据《公司法》等法律法规及《公司章程》的规定，赵久占先生的辞职未导致公司董事会成员人数低于法定人数，其辞职报告自送达公司董事会时起生效。公司对赵久占先生在任职期间为公司所做出的贡献表示衷心感谢！根据《公司法》等法律法规及《公司章程》的规定，公司于 2022年 6 月 16 日召开董事会八届六次会议，审议通过《关于变更公司董事长（法定代表人）的议案》，经全体董事一致同意，选举杨川董事为公司董事长（法定代表人），任期与本届董事会任期一致。杨川先生简历：杨川，男，53 岁，中共党员，研究生学历，经济学博士学位，正高级经济师。杨川先生历任天津海泰科技发展股份有限公司党总支书记、董事长、总经理；天津百利机械装备集团有限公司总经理助理；天津百利特精电气股份有限公司董事；天津劝业场（集团）股份有限公司党委书记、董事长；天津劝业华联集团有限公司党委副书记、副总经理、总经理。现任天津百利特精电气股份有限公司党委书记、董事长。特此公告。天津百利特精电气股份有限公司董事会二〇二二年六月十七日,/iir/attachment/20220617/e/08963842ecda492b154d39e3de6551be.pdf,600468.sh,notice
3,2022-06-17 00:00:00+08:00,董事会八届六次会议决议公告,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2022-06-17/600468_20220617_5_gpo0LK9F.pdf,"1股票简称：百利电气         股票代码：600468         公告编号：2022-029天津百利特精电气股份有限公司 董事会八届六次会议决议公告特别提示本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。天津百利特精电气股份有限公司董事会八届六次会议于2022年6月16日下午16:00在公司以现场和视频相结合的方式召开。本次会议应出席董事七名,实际出席六名，独立董事张玉利先生因公缺席，公司监事三名及高级管理人员参加会议。经与会董事推举，会议由杨川先生主持。本次会议的召集、召开、表决符合《公司法》和《公司章程》等法律、法规及规范性文件的规定。经与会董事讨论，本次会议决议如下：一、审议通过《关于变更公司董事长（法定代表人）的议案》因工作安排原因，赵久占董事长申请辞去公司董事、董事长（法定代表人）职务。经董事会审议通过，选举杨川董事为公司董事长（法定代表人），任期与本届董事会任期一致。详见公司同日披露的《关于变更公司董事长的公告》，公告编号：2022-030。同意六票，反对〇票，弃权〇票。二、逐项审议通过《关于调整董事会专业委员会委员的议案》（一）战略发展委员会成员：选举杨川先生、仲明振先生、许健先生、李洲先生为战略发展委员会委员，其中杨川先生为主任委员（召集人）。同意六票，反对〇票，弃权〇票。（二）薪酬与考核委员会成员：选举仲明振先生、张玉利先生、杨川先生为薪酬与考核委员会委员，其中仲明振先生为主任委员（召2集人）。同意六票，反对〇票，弃权〇票。特此公告。天津百利特精电气股份有限公司董事会二〇二二年六月十七日",/iir/attachment/20220617/f/f3c6b29f063655f31913876a34e704fd.pdf,600468.sh,notice
4,2022-06-01 00:00:00+08:00,董事会八届五次会议决议公告,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2022-06-01/600468_20220601_1_mPih10bW.pdf,"1股票简称：百利电气         股票代码：600468         公告编号：2022-025天津百利特精电气股份有限公司 董事会八届五次会议决议公告特别提示本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。天津百利特精电气股份有限公司董事会八届五次会议于2022年5月30日上午9:30以视频方式召开，会议通知于2022年5月27日由董事长赵久占先生签发。本次会议应出席董事七名,实际出席七名，公司监事三名及部分高级管理人员参加会议。会议由公司董事长赵久占先生主持。本次会议的召集、召开、表决符合《公司法》和《公司章程》等法律、法规及规范性文件的规定。经与会董事讨论，本次会议决议如下：一、审议通过《关于修订<公司章程>的议案》本议案需提请股东大会审议批准，且应当由出席股东大会的股东所持表决权的 2/3 以上通过。详见公司同日披露的《关于修订<公司章程>的公告》，公告编号：2022-026。同意七票，反对〇票，弃权〇票。二、审议通过《关于选举杨川先生为公司董事的议案》根据公司控股股东天津液压机械（集团）有限公司委派函，提名杨川先生为公司董事。经本公司董事会对被提名人资格审核，同意杨川先生为第八届董事会董事候选人，任期与第八届董事会任期一致。杨川先生简历附后。根据《公司章程》《股东大会议事规则》，本议案尚需提交股东大会批准，经股东大会选举产生新任董事。2同意七票，反对〇票，弃权〇票。三、审议通过《关于提请召开 2022 年第二次临时股东大会的议案》兹定于 2022 年 6 月 16 日以现场投票和网络投票相结合的方式召开 2022 年第二次临时股东大会，股权登记日为 2022 年 6 月 8 日，地点为天津市西青经济开发区民和道 12 号。详见公司同日披露的《关于召开 2022 年第二次临时股东大会的通知》，公告编号：2022-027。同意七票，反对〇票，弃权〇票。特此公告。天津百利特精电气股份有限公司董事会二〇二二年六月一日附：杨川先生简历杨川，男，53 岁，中共党员，研究生学历，经济学博士学位，正高级经济师。杨川先生历任天津海泰科技发展股份有限公司党总支书记、董事长、总经理；天津百利机械装备集团有限公司总经理助理；天津百利特精电气股份有限公司董事；天津劝业场（集团）股份有限公司党委书记、董事长；天津劝业华联集团有限公司党委副书记、副总经理、总经理。现任天津百利特精电气股份有限公司党委书记。",/iir/attachment/20220601/b/51bc5aae9828393ca015849aedfc570d.pdf,600468.sh,notice
5,2022-08-26 00:00:00+08:00,监事会八届五次会议决议公告,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/new/2022-08-26/600468_20220826_5_LBGsvqI4.pdf,1股票简称：百利电气         股票代码：600468         公告编号：2022-034天津百利特精电气股份有限公司 监事会八届五次会议决议公告特别提示本公司监事会及全体监事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。天津百利特精电气股份有限公司监事会八届五次会议于 2022 年8 月 24 日上午 11:00 在公司以现场和视频相结合的方式召开，会议通知于 2022 年 8 月 12 日由监事会主席张青华女士签发。本次会议应出席监事三名，实际出席三名。会议由监事会主席张青华女士主持。本次会议的召集、召开、表决符合《公司法》和《公司章程》等法律、法规及规范性文件的规定。经与会监事讨论，本次会议决议如下：一、 审议通过《关于选举孙成先生为公司监事的议案》天津百利特精电气股份有限公司监事会于近日收到公司监事、监事会主席张青华女士提交的书面辞职报告。张青华女士因工作调动原因申请辞去公司监事、监事会主席职务。张青华女士的辞职将在公司监事会选举产生新任监事会主席后生效。根据公司控股股东天津液压机械（集团）有限公司委派函，提名孙成先生为公司监事。经本公司监事会对被提名人资格审核，同意孙成先生为第八届监事会监事候选人，任期与第八届监事会任期一致。孙成先生简历附后。根据《公司章程》《股东大会议事规则》，本议案尚需提交股东大会批准，经股东大会选举产生新任监事。同意三票，反对〇票，弃权〇票。二、 审议通过《2022 年半年度报告及摘要》根据《证券法》第 82 条的规定及相关规则的规定，监事会监督了 2022 年半年度报告编制和审议的全过程，并审阅了公司 2022 年半2年度报告及其摘要，现发表如下书面审核意见：1、公司 2022 年半年度报告符合中国证监会《公开发行证券的公司信息披露内容与格式准则第 3 号——半年度报告的内容与格式》及《上海证券交易所股票上市规则》等相关规则的要求。报告所披露的信息真实、准确、完整地反映了公司 2022 年半年度的经营成果和财务状况。2、公司 2022 年半年度报告的编制和审议程序符合法律、法规、《公司章程》及相关制度的各项规定。3、发表本意见前，公司董事、监事、高级管理人员及参与编制2022 年半年度报告的相关人员没有违反保密规定的行为。同意三票，反对〇票，弃权〇票。三、 审议通过《关于控股子公司日常关联交易的议案》同意三票，反对〇票，弃权〇票。特此公告。天津百利特精电气股份有限公司监事会二〇二二年八月二十六日附：监事候选人简历孙成，男，42 岁，研究生学历，硕士学位，高级会计师。曾任天津百利机械装备集团有限公司财务部副部长（主持工作），天津百利特精电气股份有限公司监事。现任天津百利机械装备集团有限公司财务部部长，并兼任天津泰康投资有限公司总经理。,/iir/attachment/20220826/ac/a13902c91de35968a6f4fa030bfa0fd4.pdf,600468.sh,notice
