,title,post_publish_time,code_name,content
0,北向资金成交情况概览(08-02),2023-08-02 15:02:23,600595.sh,8月2日，北向资金净流出24.6亿元，其中沪市净流出20.8亿元，深市净流出3.8亿元。最近五日，沪市累计净流入210.92亿元，深市累计净流入210.51亿元。  
1,中孚实业：目前没有室温超导技术 只有高温超导应用项目,2023-08-02 14:51:39,600595.sh,南方财经8月2日电，室温超导概念再次火爆，今天早盘，A股超导板块开盘再度大涨，中孚实业竞价涨停，截至发稿再度涨停。为此记者以投资者身份致电中孚实业投资者热线，工作人员表示，公司目前没有室温超导技术，目前只有高温超导电缆示范工程项目，应用在自用的电解铝供电环节。
2,中孚实业：融资余额9086.27万元，创近一年新高（08-01）,2023-08-02 07:53:47,600595.sh,中孚实业融资融券信息显示，2023年8月1日融资净买入1437.28万元；融资余额9086.27万元，创近一年新高，较前一日增加18.79% 融资方面，当日融资买入2386.39万元，融资偿还949.11万元，融资净买入1437.28万元，净买入额创12个月新高。融券方面，融券卖出33万股，融券偿还0股，融券余量75.17万股，融券余额246.56万元。融资融券余额合计9332.83万元。
3,中孚实业08月01日被沪股通减持477.88万股,2023-08-02 07:38:36,600595.sh,08月01日，中孚实业被沪股通减持477.88万股，最新持股量为822.81万股，占公司A股总股本的0.20%。  
4,中孚实业：融资净买入56.01万元，融资余额7648.99万元（07-31）,2023-08-01 07:47:50,600595.sh,中孚实业融资融券信息显示，2023年7月31日融资净买入56.01万元；融资余额7648.99万元，较前一日增加0.74% 融资方面，当日融资买入499.64万元，融资偿还443.63万元，融资净买入56.01万元。融券方面，融券卖出0股，融券偿还0股，融券余量42.17万股，融券余额125.67万元。融资融券余额合计7774.66万元。
5,中孚实业07月31日被沪股通减持258.75万股,2023-08-01 07:42:02,600595.sh,07月31日，中孚实业被沪股通减持258.75万股，最新持股量为1300.69万股，占公司A股总股本的0.32%。  
7,中孚实业本周融资净买入78.9万元，居有色金属板块第十七,2023-07-30 15:03:38,600595.sh,中孚实业本周(2023/07/24-2023/07/28)累计涨幅达4.73%，截至7月28日最新股价报收2.88元。从增量上来看，7月24日至7月28日融资买入交易规模1246.19万元，融资偿还规模1167.29万元，期内融资净买入78.9万元。从存量上来看，截止7月30日，中孚实业融资融券余额7714.43万元，其中融资余额规模7592.98万元，融券余额规模121.45万元。 中孚实业本周两融余额延续增长态势，融资余额已连续3周增长累计达264.88万元。在两市3248家融资融券标的中，中孚实业期内融资净买入值排名第1278，期末融资余额排名第2485。按东财二级行业分类的融资融券标的统计情况来看，在所属有色金属板块中，中孚实业本周融资净买入额排名17/54，期末融资余额行业排名42/54。
8,中孚实业：本周沪股通持股量环比增加41%，周内增仓幅度居有色金属板块第八,2023-07-30 14:08:39,600595.sh,中孚实业本周(2023/07/23-2023/07/30)累计涨幅达4.73%，截至当前最新股价报收2.88元。从增量上来看，7月24日至7月28日间中孚实业获沪股通增持495.28万股，持股市值增加1389.93万元。从存量上来看，截至当前最新持股量1559.44万股，最新持股市值4491.18万元，沪股通持股量占A股总股本比例为0.39%。本周中孚实业沪股通成交详细数据如下表： 中孚实业本周北向资金延续流入态势，沪股通持股市值已连续2周增长累计达2593.64万元。在两市2710家沪深股通标的中，中孚实业期内沪股通净买入值排名第705，沪股通最新持股市值排名第1806。按照东财二级行业分类的沪深股通标的统计情况来看，在所属有色金属板块中，中孚实业本周沪股通净买入值行业排名17/48，最新持股市值行业排名35/48。
9,中孚实业07月28日获沪股通增持109.19万股,2023-07-29 07:54:24,600595.sh,07月28日，中孚实业获沪股通增持109.19万股，已连续9日获沪股通增持，共计936.21万股
10,中孚实业：融资净偿还35.5万元，融资余额7592.98万元（07-28）,2023-07-29 07:37:56,600595.sh,中孚实业融资融券信息显示，2023年7月28日融资净偿还35.5万元；融资余额7592.98万元，较前一日下降0.47% 融资方面，当日融资买入299.28万元，融资偿还334.78万元，融资净偿还35.5万元。融券方面，融券卖出0股，融券偿还0股，融券余量42.17万股，融券余额121.45万元。融资融券余额合计7714.43万元。
