,title,post_publish_time,code_name,content
1,精达股份：融资净买入4340.01万元，融资余额4.73亿元（08-01）,2023-08-02 07:55:50,600577.sh,2023年8月1日精达股份融资净买入4340.01万元，融资余额4.73亿元
2,精达股份08月01日被沪股通减持959.16万股,2023-08-02 07:33:31,600577.sh,08月01日，精达股份被沪股通减持959.16万股，最新持股量为1472.88万股，占公司A股总股本的0.71%。  
3,南京证券南京大钟亭营业部今日净买入4821.19万,2023-08-01 17:45:02,600577.sh,2023年8月1日交易公开信息显示，南京证券南京大钟亭营业部上榜精达股份，交易明细数据如下表：
4,精达股份8月1日龙虎榜数据,2023-08-01 17:26:23,600577.sh,证券时报网讯，精达股份(600577)今日涨停，全天换手率9.31%，成交额8.65亿元，振幅10.88%。龙虎榜数据显示，沪股通净卖出5419.31万元，营业部席位合计净买入9060.04万元。上交所公开信息显示，当日该股因日涨幅偏离值达10.12%上榜，沪股通净卖出5419.31万元。
5,精达股份(600577)龙虎榜数据(08-01),2023-08-01 17:09:07,600577.sh,沪深交易所2023年08月01日公布的交易公开信息显示，精达股份因成为当日涨幅偏离值达7%的证券上榜。精达股份当日收报4.79元，涨跌幅10.11%，偏离值10.12%，换手率9.31%，成交额8.65亿元。 
6,多主力现身龙虎榜，精达股份涨停（08-01）,2023-08-01 17:08:41,600577.sh,上交所2023年8月1日交易公开信息显示，精达股份因属于当日涨幅偏离值达7%的证券而登上龙虎榜。精达股份当日报收4.79元，涨跌幅为10.11%，偏离值达10.12%，换手率9.31%，振幅10.80%，成交额8.65亿元。 8月1日席位详情如下： 今日龙虎榜单上出现了沪股通的身影，占据了卖一的位置，呈现净卖出5419.31万元，占当日成交总额的6.27%。除此之外沪股通还参与到了西南证券、太平洋、城建发展等8只个股中，其中4家呈现沪股通净买入，获净买入最多的是太平洋，净买额为7817.54万元；4家呈现沪股通净卖出，遭净卖出最高的为西南证券，净卖额为1.03亿元。 今日榜单上出现了一家实力营业部。卖二为中信证券总部(非营业场所)，该席位卖出1193.26万元。近三个月内该席位共上榜280次，实力排名第15。中信证券总部(非营业场所)今日还参与了石英股份（净买额4878.30万元），豫光金铅（净买额-1545.19万元），新中港（净买额-468.90万元）三只个股。
8,精达股份：融资净偿还452.7万元，融资余额4.3亿元（07-31）,2023-08-01 07:38:02,600577.sh,精达股份融资融券信息显示，2023年7月31日融资净偿还452.7万元；融资余额4.3亿元，较前一日下降1.04%。 融资方面，当日融资买入1002.3万元，融资偿还1455万元，融资净偿还452.7万元。融券方面，融券卖出3.65万股，融券偿还15万股，融券余量128.65万股，融券余额559.61万元。融资融券余额合计4.36亿元。
9,精达股份07月31日获沪股通增持179.89万股,2023-08-01 07:35:41,600577.sh,07月31日，精达股份获沪股通增持179.89万股，已连续3日获沪股通增持，共计441.83万股，最新持股量为2432.04万股，占公司A股总股本的1.17%。  
10,精达股份本周融资净买入2307.05万元，居电网设备板块第六,2023-07-30 15:06:19,600577.sh,精达股份本周(2023/07/24-2023/07/28)累计涨幅达2.87%，截至7月28日最新股价报收4.30元。从增量上来看，7月24日至7月28日融资买入交易规模4428.32万元，融资偿还规模2121.27万元，期内融资净买入2307.05万元。从存量上来看，截止7月30日，精达股份融资融券余额4.4亿元，其中融资余额规模4.34亿元，融券余额规模601.98万元。 精达股份本周两融余额延续增长态势，融资余额已连续3周增长累计达2804.83万元。在两市3248家融资融券标的中，精达股份期内融资净买入值排名第184，期末融资余额排名第813。按东财二级行业分类的融资融券标的统计情况来看，在所属电网设备板块中，精达股份本周融资净买入额排名6/83，期末融资余额行业排名8/83。
11,精达股份本周获沪股通增持32.94万股 最新持股量2252.15万股,2023-07-30 14:11:32,600577.sh,精达股份本周(2023/07/23-2023/07/30)累计涨幅达2.87%，截至当前最新股价报收4.30元。从增量上来看，7月24日至7月28日间精达股份获沪股通增持32.94万股，持股市值增加157.4万元。从存量上来看，截至当前最新持股量2252.15万股，最新持股市值9684.24万元，沪股通持股量占A股总股本比例为1.08%。本周精达股份沪股通成交详细数据如下表： 在两市2710家沪深股通标的中，精达股份期内沪股通净买入值排名第1441，沪股通最新持股市值排名第1315。按照东财二级行业分类的沪深股通标的统计情况来看，在所属电网设备板块中，精达股份本周沪股通净买入值行业排名27/60，最新持股市值行业排名20/60。
12,精达股份07月28日获沪股通增持69.45万股,2023-07-29 07:53:50,600577.sh,07月28日，精达股份获沪股通增持69.45万股，最新持股量为2252.15万股，占公司A股总股本的1.08%。
13,精达股份：连续3日融资净买入累计2525.36万元（07-28）,2023-07-29 07:36:18,600577.sh,精达股份融资融券信息显示，2023年7月28日融资净买入750.16万元；融资余额4.34亿元，较前一日增加1.76%。 融资方面，当日融资买入1249.04万元，融资偿还498.88万元，融资净买入750.16万元，连续3日净买入累计2525.36万元。融券方面，融券卖出10.68万股，融券偿还1.56万股，融券余量140万股，融券余额601.98万元。融资融券余额合计4.4亿元。
14,精达股份07月27日获沪股通增持192.49万股,2023-07-28 07:55:07,600577.sh,07月27日，精达股份获沪股通增持192.49万股，最新持股量为2182.7万股，占公司A股总股本的1.05%。  
15,精达股份：融资净买入1352.32万元，融资余额4.27亿元（07-27）,2023-07-28 07:44:53,600577.sh,2023年7月27日精达股份融资净买入1352.32万元，融资余额4.27亿元
16,精达股份07月26日被沪股通减持179.41万股,2023-07-27 07:52:38,600577.sh,07月26日，精达股份被沪股通减持179.41万股，已连续9日被沪股通减持，共计846.88万股，最新持股量为1990.21万股，占公司A股总股本的0.96%。  
29,精达股份07月21日被沪股通减持50.15万股,2023-07-22 07:51:13,600577.sh,07月21日，精达股份被沪股通减持50.15万股，已连续6日被沪股通减持，共计617.88万股，最新持股量为2219.21万股，占公司A股总股本的1.07%。  
30,精达股份：融资净偿还14.88万元，融资余额4.11亿元（07-21）,2023-07-22 07:39:38,600577.sh,精达股份融资融券信息显示，2023年7月21日融资净偿还14.88万元；融资余额4.11亿元，较前一日下降0.04%。 融资方面，当日融资买入409.09万元，融资偿还423.97万元，融资净偿还14.88万元。融券方面，融券卖出20.39万股，融券偿还7400股，融券余量127.55万股，融券余额533.15万元。融资融券余额合计4.17亿元。
31,精达股份07月20日被沪股通减持220.54万股,2023-07-21 07:48:27,600577.sh,07月20日，精达股份被沪股通减持220.54万股，已连续5日被沪股通减持，共计567.72万股
32,精达股份：融资净买入142.03万元，融资余额4.12亿元（07-20）,2023-07-21 07:32:07,600577.sh,精达股份融资融券信息显示，2023年7月20日融资净买入142.03万元；融资余额4.12亿元，较前一日增加0.35% 融资方面，当日融资买入595.62万元，融资偿还453.59万元，融资净买入142.03万元。融券方面，融券卖出18.85万股，融券偿还0股，融券余量107.9万股，融券余额454.25万元。融资融券余额合计4.16亿元。
33,精达股份07月19日被沪股通减持133.63万股,2023-07-20 07:48:42,600577.sh,07月19日，精达股份被沪股通减持133.63万股，已连续4日被沪股通减持，共计347.18万股，最新持股量为2489.91万股，占公司A股总股本的1.20%。  
34,精达股份：融资净买入235.4万元，融资余额4.1亿元（07-19）,2023-07-20 07:36:11,600577.sh,2023年7月19日精达股份融资净买入235.4万元，融资余额4.1亿元
35,精达股份07月18日被沪股通减持8.86万股,2023-07-19 07:49:17,600577.sh,07月18日，精达股份被沪股通减持8.86万股，已连续3日被沪股通减持，共计213.56万股，最新持股量为2623.53万股，占公司A股总股本的1.26%。  
36,精达股份：融资净偿还3.19万元，融资余额4.08亿元（07-18）,2023-07-19 07:32:57,600577.sh,2023年7月18日精达股份融资净偿还3.19万元，融资余额4.08亿元
